v2_line,v2_queue,stage,family,v2_dup2,contract_path,group_key,catalog_nodekey_v2,catalog_nodekey_parsed,queue_in_registry
7094,return:process:stock,E4,logistics,no,docs/CognitiveBrain/contracts/neurons/E4/return--process--stock.md,E4|return--process--stock,,,no
7116,return:request:create,E4,logistics,no,docs/CognitiveBrain/contracts/neurons/E4/return--request--create.md,E4|return--request--create,,,no
7138,sameday:awb:create,E4,logistics,no,docs/CognitiveBrain/contracts/neurons/E4/sameday--awb--create.md,E4|sameday--awb--create,e4:sameday:awb-create,e4:sameday:awb-create,yes
7163,sameday:cod:process,E4,logistics,no,docs/CognitiveBrain/contracts/neurons/E4/sameday--cod--process.md,E4|sameday--cod--process,e4:sameday:cod-process,e4:sameday:cod-process,yes
7188,sameday:pickup:schedule,E4,logistics,no,docs/CognitiveBrain/contracts/neurons/E4/sameday--pickup--schedule.md,E4|sameday--pickup--schedule,e4:sameday:pickup-schedule,e4:sameday:pickup-schedule,yes
7213,sameday:return:initiate,E4,logistics,no,docs/CognitiveBrain/contracts/neurons/E4/sameday--return--initiate.md,E4|sameday--return--initiate,e4:sameday:return-initiate,e4:sameday:return-initiate,yes
7238,sameday:status:poll,E4,logistics,no,docs/CognitiveBrain/contracts/neurons/E4/sameday--status--poll.md,E4|sameday--status--poll,e4:sameday:status-poll,e4:sameday:status-poll,yes
7263,sameday:status:process,E4,logistics,no,docs/CognitiveBrain/contracts/neurons/E4/sameday--status--process.md,E4|sameday--status--process,e4:sameday:status-process,e4:sameday:status-process,yes
7288,stock:deduct:delivered,E4,logistics,no,docs/CognitiveBrain/contracts/neurons/E4/stock--deduct--delivered.md,E4|stock--deduct--delivered,,,no
7310,stock:release:order,E4,logistics,no,docs/CognitiveBrain/contracts/neurons/E4/stock--release--order.md,E4|stock--release--order,,,no
7332,stock:reserve:order,E4,logistics,no,docs/CognitiveBrain/contracts/neurons/E4/stock--reserve--order.md,E4|stock--reserve--order,,,no
7354,stock:sync:oblio,E4,logistics,no,docs/CognitiveBrain/contracts/neurons/E4/stock--sync--oblio.md,E4|stock--sync--oblio,e4:stock:sync-oblio,e4:stock:sync-oblio,yes
7379,alert:client:referral-reward,E5,alerts,no,docs/CognitiveBrain/contracts/neurons/E5/alert--client--referral-reward.md,E5|alert--client--referral-reward,,,no
7401,alert:client:welcome,E5,alerts,no,docs/CognitiveBrain/contracts/neurons/E5/alert--client--welcome.md,E5|alert--client--welcome,,,no
7423,alert:internal:campaign-launched,E5,alerts,no,docs/CognitiveBrain/contracts/neurons/E5/alert--internal--campaign-launched.md,E5|alert--internal--campaign-launched,,,no
7445,alert:internal:churn-daily,E5,alerts,no,docs/CognitiveBrain/contracts/neurons/E5/alert--internal--churn-daily.md,E5|alert--internal--churn-daily,,,no
7467,alert:internal:competitor-price,E5,alerts,no,docs/CognitiveBrain/contracts/neurons/E5/alert--internal--competitor-price.md,E5|alert--internal--competitor-price,,,no
7489,alert:internal:delivery-cluster,E5,alerts,no,docs/CognitiveBrain/contracts/neurons/E5/alert--internal--delivery-cluster.md,E5|alert--internal--delivery-cluster,,,no
7511,alert:internal:nps-drop,E5,alerts,no,docs/CognitiveBrain/contracts/neurons/E5/alert--internal--nps-drop.md,E5|alert--internal--nps-drop,,,no
7533,trigger:subsidy:calendar,E5,alerts,no,docs/CognitiveBrain/contracts/neurons/E5/trigger--subsidy--calendar.md,E5|trigger--subsidy--calendar,,,no
7555,bronze:ingest:pdf-extractor,E5,association-ingest,yes,docs/CognitiveBrain/contracts/neurons/E5/bronze--ingest--pdf-extractor.md,E5|bronze--ingest--pdf-extractor,,,no
7577,churn:alert:escalate,E5,churn,no,docs/CognitiveBrain/contracts/neurons/E5/churn--alert--escalate.md,E5|churn--alert--escalate,,,no
7599,churn:behavior:detect,E5,churn,no,docs/CognitiveBrain/contracts/neurons/E5/churn--behavior--detect.md,E5|churn--behavior--detect,e5:decay:behavior-detect,e5:decay:behavior-detect,yes
7624,churn:recovery:attempt,E5,churn,no,docs/CognitiveBrain/contracts/neurons/E5/churn--recovery--attempt.md,E5|churn--recovery--attempt,,,no
7646,churn:recovery:check,E5,churn,no,docs/CognitiveBrain/contracts/neurons/E5/churn--recovery--check.md,E5|churn--recovery--check,,,no
7668,churn:sentiment:analyze,E2,churn,no,docs/CognitiveBrain/contracts/neurons/E2/churn--sentiment--analyze.md,E2|churn--sentiment--analyze,e2:ai:sentiment-analyze,e2:ai:sentiment-analyze,yes
7693,churn:signal:create,E5,churn,no,docs/CognitiveBrain/contracts/neurons/E5/churn--signal--create.md,E5|churn--signal--create,e5:churn:signal-detect,e5:churn:signal-detect,yes
7715,compliance:audit:generate,E5,compliance,no,docs/CognitiveBrain/contracts/neurons/E5/compliance--audit--generate.md,E5|compliance--audit--generate,,,no
7737,compliance:consent:check,E5,compliance,no,docs/CognitiveBrain/contracts/neurons/E5/compliance--consent--check.md,E5|compliance--consent--check,e5:compliance:gdpr-check,e5:compliance:gdpr-check,yes
7759,compliance:data:anonymize,E4,compliance,no,docs/CognitiveBrain/contracts/neurons/E4/compliance--data--anonymize.md,E4|compliance--data--anonymize,e4:audit:data-anonymize,e4:audit:data-anonymize,yes
7784,compliance:optout:process,E5,compliance,no,docs/CognitiveBrain/contracts/neurons/E5/compliance--optout--process.md,E5|compliance--optout--process,,,no
7806,content:drip:schedule,E5,content,no,docs/CognitiveBrain/contracts/neurons/E5/content--drip--schedule.md,E5|content--drip--schedule,e5:content:drip-schedule,e5:content:drip-schedule,yes
7831,content:drip:send,E5,content,no,docs/CognitiveBrain/contracts/neurons/E5/content--drip--send.md,E5|content--drip--send,e5:content:drip-execute,e5:content:drip-execute,yes
7853,content:personalize:ai,E5,content,no,docs/CognitiveBrain/contracts/neurons/E5/content--personalize--ai.md,E5|content--personalize--ai,e5:content:template-render,e5:content:template-render,yes
7875,content:seasonal:generate,E5,content,no,docs/CognitiveBrain/contracts/neurons/E5/content--seasonal--generate.md,E5|content--seasonal--generate,e5:alert:apia-seasonal,e5:alert:apia-seasonal,yes
7897,email:cold:add-to-campaign,E5,content,yes,docs/CognitiveBrain/contracts/neurons/E5/email--cold--add-to-campaign.md,E5|email--cold--add-to-campaign,e2:email:cold-send,e2:email:cold-send;q:email:cold,yes
7919,wa:send:initial,E5,content,yes,docs/CognitiveBrain/contracts/neurons/E5/wa--send--initial.md,E5|wa--send--initial,,,no
7941,wa:send:reply,E5,content,yes,docs/CognitiveBrain/contracts/neurons/E5/wa--send--reply.md,E5|wa--send--reply,,,no
7963,feedback:competitor:log,E5,feedback,no,docs/CognitiveBrain/contracts/neurons/E5/feedback--competitor--log.md,E5|feedback--competitor--log,,,no
7985,feedback:conversation:analyze,E5,feedback,no,docs/CognitiveBrain/contracts/neurons/E5/feedback--conversation--analyze.md,E5|feedback--conversation--analyze,e5:sentiment:analyze,e5:sentiment:analyze,yes
8007,feedback:entity:store,E5,feedback,no,docs/CognitiveBrain/contracts/neurons/E5/feedback--entity--store.md,E5|feedback--entity--store,,,no
8029,feedback:nps:aggregate,E5,feedback,no,docs/CognitiveBrain/contracts/neurons/E5/feedback--nps--aggregate.md,E5|feedback--nps--aggregate,e5:feedback:report-generate,e5:feedback:report-generate,yes
8051,feedback:sentiment:analyze,E2,feedback,no,docs/CognitiveBrain/contracts/neurons/E2/feedback--sentiment--analyze.md,E2|feedback--sentiment--analyze,e2:ai:sentiment-analyze,e2:ai:sentiment-analyze,yes
8076,feedback:writeback:crm,E5,feedback,no,docs/CognitiveBrain/contracts/neurons/E5/feedback--writeback--crm.md,E5|feedback--writeback--crm,e2:outreach:orchestrator-dispatch,e2:outreach:orchestrator-dispatch,yes
8098,geo:cluster:analyze,E5,geo,no,docs/CognitiveBrain/contracts/neurons/E5/geo--cluster--analyze.md,E5|geo--cluster--analyze,e5:cluster:implicit-detect,e5:cluster:implicit-detect,yes
8120,geo:delivery:optimize,E5,geo,no,docs/CognitiveBrain/contracts/neurons/E5/geo--delivery--optimize.md,E5|geo--delivery--optimize,,,no
8142,geo:neighbor:find,E5,geo,no,docs/CognitiveBrain/contracts/neurons/E5/geo--neighbor--find.md,E5|geo--neighbor--find,,,no
8164,geo:territory:map,E5,geo,no,docs/CognitiveBrain/contracts/neurons/E5/geo--territory--map.md,E5|geo--territory--map,,,no
8186,geo:weather:correlate,E5,geo,no,docs/CognitiveBrain/contracts/neurons/E5/geo--weather--correlate.md,E5|geo--weather--correlate,,,no
8208,association:enrich:termene,E5,graph-community,no,docs/CognitiveBrain/contracts/neurons/E5/association--enrich--termene.md,E5|association--enrich--termene,,,no
8230,association:members:link,E5,graph-community,no,docs/CognitiveBrain/contracts/neurons/E5/association--members--link.md,E5|association--members--link,,,no
8252,association:pdf:ingest,E5,graph-community,no,docs/CognitiveBrain/contracts/neurons/E5/association--pdf--ingest.md,E5|association--pdf--ingest,,,no
8274,association:sync:schedule,E5,graph-community,no,docs/CognitiveBrain/contracts/neurons/E5/association--sync--schedule.md,E5|association--sync--schedule,,,no
8296,association:territory:infer,E5,graph-community,no,docs/CognitiveBrain/contracts/neurons/E5/association--territory--infer.md,E5|association--territory--infer,,,no
8318,graph:build:full,E5,graph-community,no,docs/CognitiveBrain/contracts/neurons/E5/graph--build--full.md,E5|graph--build--full,,,no
8340,graph:centrality:calculate,E5,graph-community,no,docs/CognitiveBrain/contracts/neurons/E5/graph--centrality--calculate.md,E5|graph--centrality--calculate,e5:centrality:calculate,e5:centrality:calculate,yes
8365,graph:communities:latest,E5,graph-community,no,docs/CognitiveBrain/contracts/neurons/E5/graph--communities--latest.md,E5|graph--communities--latest,,,no
8387,graph:community:detect,E5,graph-community,no,docs/CognitiveBrain/contracts/neurons/E5/graph--community--detect.md,E5|graph--community--detect,,,no
8409,graph:full:built_at,E5,graph-community,no,docs/CognitiveBrain/contracts/neurons/E5/graph--full--built_at.md,E5|graph--full--built_at,,,no
8431,graph:full:latest,E5,graph-community,no,docs/CognitiveBrain/contracts/neurons/E5/graph--full--latest.md,E5|graph--full--latest,,,no
8453,graph:full:metrics,E5,graph-community,no,docs/CognitiveBrain/contracts/neurons/E5/graph--full--metrics.md,E5|graph--full--metrics,,,no
8475,graph:kol:identify,E5,graph-community,no,docs/CognitiveBrain/contracts/neurons/E5/graph--kol--identify.md,E5|graph--kol--identify,e5:kol:identify,e5:kol:identify,yes
8500,graph:path:find,E5,graph-community,no,docs/CognitiveBrain/contracts/neurons/E5/graph--path--find.md,E5|graph--path--find,,,no
8522,graph:relationship:create,E5,graph-community,no,docs/CognitiveBrain/contracts/neurons/E5/graph--relationship--create.md,E5|graph--relationship--create,,,no
8544,graph:relationship:infer,E5,graph-community,no,docs/CognitiveBrain/contracts/neurons/E5/graph--relationship--infer.md,E5|graph--relationship--infer,,,no
8566,hitl:dashboard:metrics,E5,hitl,no,docs/CognitiveBrain/contracts/neurons/E5/hitl--dashboard--metrics.md,E5|hitl--dashboard--metrics,,,no
8588,hitl:dashboard:sync,E5,hitl,no,docs/CognitiveBrain/contracts/neurons/E5/hitl--dashboard--sync.md,E5|hitl--dashboard--sync,,,no
8610,hitl:task:create,E5,hitl,no,docs/CognitiveBrain/contracts/neurons/E5/hitl--task--create.md,E5|hitl--task--create,,,no
8632,hitl:task:expire-check,E5,hitl,no,docs/CognitiveBrain/contracts/neurons/E5/hitl--task--expire-check.md,E5|hitl--task--expire-check,,,no
8654,hitl:task:nps-followup,E5,hitl,no,docs/CognitiveBrain/contracts/neurons/E5/hitl--task--nps-followup.md,E5|hitl--task--nps-followup,,,no
8676,hitl:task:resolve,E4,hitl,yes,docs/CognitiveBrain/contracts/neurons/E4/hitl--task--resolve.md,E4|hitl--task--resolve,e4:hitl:task-resolve,e4:hitl:task-resolve,yes
8701,nurturing:engagement:track,E5,lifecycle,no,docs/CognitiveBrain/contracts/neurons/E5/nurturing--engagement--track.md,E5|nurturing--engagement--track,,,no
8723,nurturing:loyalty:achieved,E5,lifecycle,no,docs/CognitiveBrain/contracts/neurons/E5/nurturing--loyalty--achieved.md,E5|nurturing--loyalty--achieved,,,no
8745,nurturing:loyalty:check,E5,lifecycle,no,docs/CognitiveBrain/contracts/neurons/E5/nurturing--loyalty--check.md,E5|nurturing--loyalty--check,,,no
8767,nurturing:nps:process,E5,lifecycle,no,docs/CognitiveBrain/contracts/neurons/E5/nurturing--nps--process.md,E5|nurturing--nps--process,e5:feedback:nps-process,e5:feedback:nps-process,yes
8792,nurturing:nps:send,E5,lifecycle,no,docs/CognitiveBrain/contracts/neurons/E5/nurturing--nps--send.md,E5|nurturing--nps--send,e5:feedback:nps-send,e5:feedback:nps-send,yes
8817,nurturing:onboarding:complete,E5,lifecycle,no,docs/CognitiveBrain/contracts/neurons/E5/nurturing--onboarding--complete.md,E5|nurturing--onboarding--complete,,,no
8839,nurturing:onboarding:start,E5,lifecycle,no,docs/CognitiveBrain/contracts/neurons/E5/nurturing--onboarding--start.md,E5|nurturing--onboarding--start,,,no
8861,nurturing:onboarding:step,E5,lifecycle,no,docs/CognitiveBrain/contracts/neurons/E5/nurturing--onboarding--step.md,E5|nurturing--onboarding--step,,,no
8883,nurturing:state:transition,E2,lifecycle,no,docs/CognitiveBrain/contracts/neurons/E2/nurturing--state--transition.md,E2|nurturing--state--transition,e2:lead:state-transition,e2:lead:state-transition,yes
8908,campaign:cluster:launch,E5,referral,no,docs/CognitiveBrain/contracts/neurons/E5/campaign--cluster--launch.md,E5|campaign--cluster--launch,,,no
8930,referral:consent:expire,E5,referral,no,docs/CognitiveBrain/contracts/neurons/E5/referral--consent--expire.md,E5|referral--consent--expire,,,no
8952,referral:consent:request,E5,referral,no,docs/CognitiveBrain/contracts/neurons/E5/referral--consent--request.md,E5|referral--consent--request,e5:referral:consent-request,e5:referral:consent-request,yes
8977,referral:eligibility:check,E5,referral,no,docs/CognitiveBrain/contracts/neurons/E5/referral--eligibility--check.md,E5|referral--eligibility--check,,,no
8999,referral:neighbor:approach,E5,referral,no,docs/CognitiveBrain/contracts/neurons/E5/referral--neighbor--approach.md,E5|referral--neighbor--approach,,,no
9021,referral:potential:tag,E5,referral,no,docs/CognitiveBrain/contracts/neurons/E5/referral--potential--tag.md,E5|referral--potential--tag,,,no
9043,referral:request:prepare,E5,referral,no,docs/CognitiveBrain/contracts/neurons/E5/referral--request--prepare.md,E5|referral--request--prepare,,,no
9065,referral:request:send,E5,referral,no,docs/CognitiveBrain/contracts/neurons/E5/referral--request--send.md,E5|referral--request--send,,,no
9087,referral:response:process,E5,referral,no,docs/CognitiveBrain/contracts/neurons/E5/referral--response--process.md,E5|referral--response--process,,,no
9109,referral:reward:process,E5,referral,no,docs/CognitiveBrain/contracts/neurons/E5/referral--reward--process.md,E5|referral--reward--process,,,no
9131,winback:campaign:enroll,E5,winback,no,docs/CognitiveBrain/contracts/neurons/E5/winback--campaign--enroll.md,E5|winback--campaign--enroll,,,no
9153,winback:step:execute,E5,winback,no,docs/CognitiveBrain/contracts/neurons/E5/winback--step--execute.md,E5|winback--step--execute,e5:winback:step-execute,e5:winback:step-execute,yes
9178,winback:trigger:subsidy,E5,winback,no,docs/CognitiveBrain/contracts/neurons/E5/winback--trigger--subsidy.md,E5|winback--trigger--subsidy,,,no
9200,winback:trigger:weather,E5,winback,no,docs/CognitiveBrain/contracts/neurons/E5/winback--trigger--weather.md,E5|winback--trigger--weather,,,no
